Color | Prmt. Choose Indicator,Color | Prmt. Ticket Type,created_date,Current Date,Filter | Choose Indicator,Filter | Measure Nominal Numbers,Filter | Month Name,Filter | Prmt. Change Table,Filter | Selected Month Parameter,Filter | Year,Group | Range of Open Days,Group | Satisfaction Score,Group | Ticket Status,issue_category,owner_group,Prmt | Change Header,requestor_fname,requestor_lname,severity,statisfaction_score,Text | 1,Text | 2,Text | 3,Text | 4,Text | Complete Name,Text | Prmt. Change Table,Text | Severity Correct,ticket status,ticket_number,ticket_type,# Open Tickets,# Resolved Tickets,# Unknow SatisfactionTickets,# Waiting for Requester,% Engagement Feedback Score,% Open Days vs. Target,% Satisfaction,% Satisfaction vs.Target,"Color | Dispersion Satisfaction vs, Open Days",Color | Negative |  Open Day vs. Target,Color | Negative | % Satisfied vs. Target,Color | Positive | % Open Day vs. Target,Color | Positive | % Satisfied vs. Target,days_open,Format | Nominal Numbers Prmt. Indicator,Format | Percent Numbers Prmt. Indicator,Prmt | Choose Indicator
1,0,17-08-2020,24-09-2025,True,True,August,False,True,2020,26-30 Days,Unknown,Open,Access/Login,Networking,Unassigned,Baron,Blaney,0 - Unassigned,0 - Unknown,1,2,3,4,Baron Blaney,Waiting,Unassigned,Open,430-017347-4454-7-J,Issue,1,0,1,0,100.0%,73.3%,0.0%,-1,False,,-100.0%,+73.3%,,26,1,,1
1,0,14-10-2020,24-09-2025,True,True,October,False,True,2020,26-30 Days,Unknown,Open,Access/Login,Networking,Unassigned,Gabbie,Mugglestone,0 - Unassigned,0 - Unknown,1,2,3,4,Gabbie Mugglestone,Waiting,Unassigned,Open,144-254851-5295-1-W,Issue,1,0,1,0,100.0%,73.3%,0.0%,-1,False,,-100.0%,+73.3%,,26,1,,1
1,0,23-03-2020,24-09-2025,True,True,March,False,True,2020,26-30 Days,Unknown,Open,Access/Login,Networking,Unassigned,Germaine,Babbs,0 - Unassigned,0 - Unknown,1,2,3,4,Germaine Babbs,Waiting,Unassigned,Open,673-051583-9505-2-O,Issue,1,0,1,0,100.0%,86.7%,0.0%,-1,False,,-100.0%,+86.7%,,28,1,,1
1,0,16-06-2020,24-09-2025,True,True,June,False,True,2020,26-30 Days,Unknown,Open,Access/Login,Networking,Unassigned,Devonne,Vyse,0 - Unassigned,0 - Unknown,1,2,3,4,Devonne Vyse,Waiting,Unassigned,Open,172-359934-3321-7-N,Issue,1,0,1,0,100.0%,100.0%,0.0%,-1,False,,-100.0%,+100.0%,,30,1,,1
1,0,01-03-2020,24-09-2025,True,True,March,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Barbi,Jarad,0 - Unassigned,0 - Unknown,1,2,3,4,Barbi Jarad,Waiting,Unassigned,Open,467-035568-3496-1-R,Issue,1,0,1,0,100.0%,113.3%,0.0%,-1,False,,-100.0%,+113.3%,,32,1,,1
1,0,02-04-2020,24-09-2025,True,True,April,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Theodoric,Feeny,0 - Unassigned,0 - Unknown,1,2,3,4,Theodoric Feeny,Waiting,Unassigned,Open,735-234190-7371-4-M,Issue,1,0,1,0,100.0%,120.0%,0.0%,-1,False,,-100.0%,+120.0%,,33,1,,1
1,0,12-06-2020,24-09-2025,True,True,June,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Mariam,Gitsham,0 - Unassigned,0 - Unknown,1,2,3,4,Mariam Gitsham,Waiting,Unassigned,Open,341-582406-4093-7-Y,Issue,1,0,1,0,100.0%,126.7%,0.0%,-1,False,,-100.0%,+126.7%,,34,1,,1
1,0,03-07-2020,24-09-2025,True,True,July,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Gilburt,Kimm,0 - Unassigned,0 - Unknown,1,2,3,4,Gilburt Kimm,Waiting,Unassigned,Open,237-763118-2999-0-X,Issue,1,0,1,0,100.0%,126.7%,0.0%,-1,False,,-100.0%,+126.7%,,34,1,,1
1,0,01-10-2020,24-09-2025,True,True,October,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Auria,Tomasian,0 - Unassigned,0 - Unknown,1,2,3,4,Auria Tomasian,Waiting,Unassigned,Open,628-016116-3775-1-Q,Issue,1,0,1,0,100.0%,126.7%,0.0%,-1,False,,-100.0%,+126.7%,,34,1,,1
1,0,16-04-2020,24-09-2025,True,True,April,False,True,2020,31-35 Days,Unknown,Open,Access/Login,Networking,Unassigned,Locke,Purshouse,0 - Unassigned,0 - Unknown,1,2,3,4,Locke Purshouse,Waiting,Unassigned,Open,213-762371-1464-6-P,Issue,1,0,1,0,100.0%,133.3%,0.0%,-1,False,,-100.0%,+133.3%,,35,1,,1
1,0,19-07-2020,24-09-2025,True,True,July,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Zabrina,Keirl,0 - Unassigned,0 - Unknown,1,2,3,4,Zabrina Keirl,Waiting,Unassigned,Open,386-680526-6031-8-P,Issue,1,0,1,0,100.0%,-93.3%,0.0%,-1,False,--93.3%,-100.0%,,,1,1,,1
1,0,05-05-2020,24-09-2025,True,True,May,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Clarine,Dunkerton,0 - Unassigned,0 - Unknown,1,2,3,4,Clarine Dunkerton,Waiting,Unassigned,Open,294-943662-9132-8-B,Issue,1,0,1,0,100.0%,-86.7%,0.0%,-1,False,--86.7%,-100.0%,,,2,1,,1
1,0,01-05-2020,24-09-2025,True,True,May,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Patrice,Keemar,0 - Unassigned,0 - Unknown,1,2,3,4,Patrice Keemar,Waiting,Unassigned,Open,224-558367-1671-2-L,Issue,1,0,1,0,100.0%,-80.0%,0.0%,-1,False,--80.0%,-100.0%,,,3,1,,1
1,0,14-08-2020,24-09-2025,True,True,August,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Charil,Barkworth,0 - Unassigned,0 - Unknown,1,2,3,4,Charil Barkworth,Waiting,Unassigned,Open,558-049803-1022-1-M,Issue,1,0,1,0,100.0%,-80.0%,0.0%,-1,False,--80.0%,-100.0%,,,3,1,,1
1,0,25-09-2020,24-09-2025,True,True,September,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Megen,Cann,0 - Unassigned,0 - Unknown,1,2,3,4,Megen Cann,Waiting,Unassigned,Open,869-277204-0130-6-L,Issue,1,0,1,0,100.0%,-80.0%,0.0%,-1,False,--80.0%,-100.0%,,,3,1,,1
1,0,05-03-2020,24-09-2025,True,True,March,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Jaclyn,Sprigg,0 - Unassigned,0 - Unknown,1,2,3,4,Jaclyn Sprigg,Waiting,Unassigned,Open,439-050826-3103-5-M,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,03-04-2020,24-09-2025,True,True,April,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Dara,MacBean,0 - Unassigned,0 - Unknown,1,2,3,4,Dara MacBean,Waiting,Unassigned,Open,029-142571-2475-0-T,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,04-04-2020,24-09-2025,True,True,April,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Tedmund,Gilluley,0 - Unassigned,0 - Unknown,1,2,3,4,Tedmund Gilluley,Waiting,Unassigned,Open,825-979609-3956-3-B,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,24-04-2020,24-09-2025,True,True,April,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Augy,Arents,0 - Unassigned,0 - Unknown,1,2,3,4,Augy Arents,Waiting,Unassigned,Open,103-547322-1406-6-N,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,17-05-2020,24-09-2025,True,True,May,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Kelcey,Aleksankin,0 - Unassigned,0 - Unknown,1,2,3,4,Kelcey Aleksankin,Waiting,Unassigned,Open,207-764211-7304-7-E,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,07-08-2020,24-09-2025,True,True,August,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Justen,Gaiter,0 - Unassigned,0 - Unknown,1,2,3,4,Justen Gaiter,Waiting,Unassigned,Open,908-404467-9149-4-X,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,26-09-2020,24-09-2025,True,True,September,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Carita,Rushby,0 - Unassigned,0 - Unknown,1,2,3,4,Carita Rushby,Waiting,Unassigned,Open,671-337651-3181-3-B,Issue,1,0,1,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,0,09-09-2020,24-09-2025,True,True,September,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Guglielma,Geffcock,0 - Unassigned,0 - Unknown,1,2,3,4,Guglielma Geffcock,Waiting,Unassigned,Open,614-662560-3423-6-P,Issue,1,0,1,0,100.0%,-66.7%,0.0%,-1,False,--66.7%,-100.0%,,,5,1,,1
1,0,07-10-2020,24-09-2025,True,True,October,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,Unassigned,Hugues,Dumingos,0 - Unassigned,0 - Unknown,1,2,3,4,Hugues Dumingos,Waiting,Unassigned,Open,886-295496-8052-4-X,Issue,1,0,1,0,100.0%,-66.7%,0.0%,-1,False,--66.7%,-100.0%,,,5,1,,1
1,0,26-05-2020,24-09-2025,True,True,May,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Hunfredo,O'Gleasane,0 - Unassigned,0 - Unknown,1,2,3,4,Hunfredo O'Gleasane,Waiting,Unassigned,Open,976-183754-2879-6-X,Issue,1,0,1,0,100.0%,-60.0%,0.0%,-1,False,--60.0%,-100.0%,,,6,1,,1
1,0,03-03-2020,24-09-2025,True,True,March,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Carlie,Crace,0 - Unassigned,0 - Unknown,1,2,3,4,Carlie Crace,Waiting,Unassigned,Open,575-610096-6985-6-X,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,18-06-2020,24-09-2025,True,True,June,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Gawen,Monketon,0 - Unassigned,0 - Unknown,1,2,3,4,Gawen Monketon,Waiting,Unassigned,Open,377-546390-7929-7-K,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,22-06-2020,24-09-2025,True,True,June,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Dominik,Pickton,0 - Unassigned,0 - Unknown,1,2,3,4,Dominik Pickton,Waiting,Unassigned,Open,588-937258-8801-6-X,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,25-06-2020,24-09-2025,True,True,June,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Archibald,Le Grys,0 - Unassigned,0 - Unknown,1,2,3,4,Archibald Le Grys,Waiting,Unassigned,Open,940-494375-2772-0-T,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,25-07-2020,24-09-2025,True,True,July,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Andra,Gowanson,0 - Unassigned,0 - Unknown,1,2,3,4,Andra Gowanson,Waiting,Unassigned,Open,445-056581-7556-1-Y,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,14-08-2020,24-09-2025,True,True,August,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Berky,Meedendorpe,0 - Unassigned,0 - Unknown,1,2,3,4,Berky Meedendorpe,Waiting,Unassigned,Open,709-687652-0876-3-B,Issue,1,0,1,0,100.0%,-53.3%,0.0%,-1,False,--53.3%,-100.0%,,,7,1,,1
1,0,01-06-2020,24-09-2025,True,True,June,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Noel,Varley,0 - Unassigned,0 - Unknown,1,2,3,4,Noel Varley,Waiting,Unassigned,Open,983-606801-5750-6-G,Issue,1,0,1,0,100.0%,-46.7%,0.0%,-1,False,--46.7%,-100.0%,,,8,1,,1
1,0,01-08-2020,24-09-2025,True,True,August,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Tricia,Parkhouse,0 - Unassigned,0 - Unknown,1,2,3,4,Tricia Parkhouse,Waiting,Unassigned,Open,385-007408-7961-4-P,Issue,1,0,1,0,100.0%,-46.7%,0.0%,-1,False,--46.7%,-100.0%,,,8,1,,1
1,0,25-08-2020,24-09-2025,True,True,August,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Clarinda,Jeandon,0 - Unassigned,0 - Unknown,1,2,3,4,Clarinda Jeandon,Waiting,Unassigned,Open,335-059509-3900-9-J,Issue,1,0,1,0,100.0%,-46.7%,0.0%,-1,False,--46.7%,-100.0%,,,8,1,,1
1,0,08-05-2020,24-09-2025,True,True,May,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Kathlin,Peeter,0 - Unassigned,0 - Unknown,1,2,3,4,Kathlin Peeter,Waiting,Unassigned,Open,213-371110-8189-6-L,Issue,1,0,1,0,100.0%,-40.0%,0.0%,-1,False,--40.0%,-100.0%,,,9,1,,1
1,0,21-10-2020,24-09-2025,True,True,October,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Channa,Norval,0 - Unassigned,0 - Unknown,1,2,3,4,Channa Norval,Waiting,Unassigned,Open,059-825685-1340-1-V,Issue,1,0,1,0,100.0%,-40.0%,0.0%,-1,False,--40.0%,-100.0%,,,9,1,,1
1,0,09-07-2020,24-09-2025,True,True,July,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Sheffie,Rowbotham,0 - Unassigned,0 - Unknown,1,2,3,4,Sheffie Rowbotham,Waiting,Unassigned,Open,732-246609-2507-7-F,Issue,1,0,1,0,100.0%,-33.3%,0.0%,-1,False,--33.3%,-100.0%,,,10,1,,1
1,0,07-08-2020,24-09-2025,True,True,August,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Unassigned,Dell,Tottem,0 - Unassigned,0 - Unknown,1,2,3,4,Dell Tottem,Waiting,Unassigned,Open,358-994089-9586-9-R,Issue,1,0,1,0,100.0%,-33.3%,0.0%,-1,False,--33.3%,-100.0%,,,10,1,,1
1,0,29-05-2020,24-09-2025,True,True,May,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Melantha,Currie,0 - Unassigned,0 - Unknown,1,2,3,4,Melantha Currie,Waiting,Unassigned,Open,028-379840-5619-1-W,Issue,1,0,1,0,100.0%,-26.7%,0.0%,-1,False,--26.7%,-100.0%,,,11,1,,1
1,0,11-08-2020,24-09-2025,True,True,August,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Liv,Gravy,0 - Unassigned,0 - Unknown,1,2,3,4,Liv Gravy,Waiting,Unassigned,Open,455-907277-3482-3-F,Issue,1,0,1,0,100.0%,-26.7%,0.0%,-1,False,--26.7%,-100.0%,,,11,1,,1
1,0,28-09-2020,24-09-2025,True,True,September,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Jacintha,Rootes,0 - Unassigned,0 - Unknown,1,2,3,4,Jacintha Rootes,Waiting,Unassigned,Open,416-551822-5786-3-W,Issue,1,0,1,0,100.0%,-26.7%,0.0%,-1,False,--26.7%,-100.0%,,,11,1,,1
1,0,17-06-2020,24-09-2025,True,True,June,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Fred,Glandfield,0 - Unassigned,0 - Unknown,1,2,3,4,Fred Glandfield,Waiting,Unassigned,Open,155-489785-7509-8-L,Issue,1,0,1,0,100.0%,-20.0%,0.0%,-1,False,--20.0%,-100.0%,,,12,1,,1
1,0,20-09-2020,24-09-2025,True,True,September,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Marris,Padgett,0 - Unassigned,0 - Unknown,1,2,3,4,Marris Padgett,Waiting,Unassigned,Open,546-732273-5058-3-N,Issue,1,0,1,0,100.0%,-20.0%,0.0%,-1,False,--20.0%,-100.0%,,,12,1,,1
1,0,17-10-2020,24-09-2025,True,True,October,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Sonny,Goodbairn,0 - Unassigned,0 - Unknown,1,2,3,4,Sonny Goodbairn,Waiting,Unassigned,Open,442-759881-2151-0-P,Issue,1,0,1,0,100.0%,-20.0%,0.0%,-1,False,--20.0%,-100.0%,,,12,1,,1
1,0,24-10-2020,24-09-2025,True,True,October,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Wiatt,Swatman,0 - Unassigned,0 - Unknown,1,2,3,4,Wiatt Swatman,Waiting,Unassigned,Open,207-406275-3478-6-U,Issue,1,0,1,0,100.0%,-20.0%,0.0%,-1,False,--20.0%,-100.0%,,,12,1,,1
1,0,23-07-2020,24-09-2025,True,True,July,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Mallissa,Bau,0 - Unassigned,0 - Unknown,1,2,3,4,Mallissa Bau,Waiting,Unassigned,Open,059-841413-6688-0-C,Issue,1,0,1,0,100.0%,-13.3%,0.0%,-1,False,--13.3%,-100.0%,,,13,1,,1
1,0,09-09-2020,24-09-2025,True,True,September,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Della,Pruckner,0 - Unassigned,0 - Unknown,1,2,3,4,Della Pruckner,Waiting,Unassigned,Open,160-542702-4499-1-K,Issue,1,0,1,0,100.0%,-13.3%,0.0%,-1,False,--13.3%,-100.0%,,,13,1,,1
1,0,01-03-2020,24-09-2025,True,True,March,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Rani,Flintoft,0 - Unassigned,0 - Unknown,1,2,3,4,Rani Flintoft,Waiting,Unassigned,Open,021-443595-0201-0-W,Issue,1,0,1,0,100.0%,0.0%,0.0%,-1,False,,-100.0%,+0.0%,,15,1,,1
1,0,06-06-2020,24-09-2025,True,True,June,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Lowrance,Slopier,0 - Unassigned,0 - Unknown,1,2,3,4,Lowrance Slopier,Waiting,Unassigned,Open,695-998726-7861-2-L,Issue,1,0,1,0,100.0%,0.0%,0.0%,-1,False,,-100.0%,+0.0%,,15,1,,1
1,0,27-09-2020,24-09-2025,True,True,September,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Gerhardine,Turn,0 - Unassigned,0 - Unknown,1,2,3,4,Gerhardine Turn,Waiting,Unassigned,Open,332-045489-6960-4-K,Issue,1,0,1,0,100.0%,0.0%,0.0%,-1,False,,-100.0%,+0.0%,,15,1,,1
1,0,12-10-2020,24-09-2025,True,True,October,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Unassigned,Veronika,Shervington,0 - Unassigned,0 - Unknown,1,2,3,4,Veronika Shervington,Waiting,Unassigned,Open,120-050183-5209-6-W,Issue,1,0,1,0,100.0%,0.0%,0.0%,-1,False,,-100.0%,+0.0%,,15,1,,1
1,0,16-04-2020,24-09-2025,True,True,April,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Fawnia,Hickisson,0 - Unassigned,0 - Unknown,1,2,3,4,Fawnia Hickisson,Waiting,Unassigned,Open,152-449367-8744-2-I,Issue,1,0,1,0,100.0%,6.7%,0.0%,-1,False,,-100.0%,+6.7%,,16,1,,1
1,0,09-10-2020,24-09-2025,True,True,October,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Darbee,Spaunton,0 - Unassigned,0 - Unknown,1,2,3,4,Darbee Spaunton,Waiting,Unassigned,Open,345-490556-7261-3-A,Issue,1,0,1,0,100.0%,6.7%,0.0%,-1,False,,-100.0%,+6.7%,,16,1,,1
1,0,20-05-2020,24-09-2025,True,True,May,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Emilee,Disley,0 - Unassigned,0 - Unknown,1,2,3,4,Emilee Disley,Waiting,Unassigned,Open,577-532004-0844-6-W,Issue,1,0,1,0,100.0%,13.3%,0.0%,-1,False,,-100.0%,+13.3%,,17,1,,1
1,0,05-08-2020,24-09-2025,True,True,August,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Thadeus,Hardway,0 - Unassigned,0 - Unknown,1,2,3,4,Thadeus Hardway,Waiting,Unassigned,Open,393-037184-0422-5-X,Issue,1,0,1,0,100.0%,13.3%,0.0%,-1,False,,-100.0%,+13.3%,,17,1,,1
1,0,24-08-2020,24-09-2025,True,True,August,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Camel,McFetrich,0 - Unassigned,0 - Unknown,1,2,3,4,Camel McFetrich,Waiting,Unassigned,Open,554-090859-4489-3-C,Issue,1,0,1,0,100.0%,13.3%,0.0%,-1,False,,-100.0%,+13.3%,,17,1,,1
1,0,06-03-2020,24-09-2025,True,True,March,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Cherin,Rossetti,0 - Unassigned,0 - Unknown,1,2,3,4,Cherin Rossetti,Waiting,Unassigned,Open,357-358727-8993-3-T,Issue,1,0,1,0,100.0%,20.0%,0.0%,-1,False,,-100.0%,+20.0%,,18,1,,1
1,0,04-05-2020,24-09-2025,True,True,May,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Lenore,Ewell,0 - Unassigned,0 - Unknown,1,2,3,4,Lenore Ewell,Waiting,Unassigned,Open,893-643376-3100-7-T,Issue,1,0,1,0,100.0%,20.0%,0.0%,-1,False,,-100.0%,+20.0%,,18,1,,1
1,0,25-04-2020,24-09-2025,True,True,April,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Ram,Howsin,0 - Unassigned,0 - Unknown,1,2,3,4,Ram Howsin,Waiting,Unassigned,Open,922-953940-1770-4-P,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,06-05-2020,24-09-2025,True,True,May,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Osborne,Carcas,0 - Unassigned,0 - Unknown,1,2,3,4,Osborne Carcas,Waiting,Unassigned,Open,969-014612-7464-7-Y,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,28-05-2020,24-09-2025,True,True,May,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Regine,Lecointe,0 - Unassigned,0 - Unknown,1,2,3,4,Regine Lecointe,Waiting,Unassigned,Open,933-687326-3208-8-J,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,24-06-2020,24-09-2025,True,True,June,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Ripley,Stitch,0 - Unassigned,0 - Unknown,1,2,3,4,Ripley Stitch,Waiting,Unassigned,Open,960-665724-8048-3-L,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,08-09-2020,24-09-2025,True,True,September,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Felicdad,Westwell,0 - Unassigned,0 - Unknown,1,2,3,4,Felicdad Westwell,Waiting,Unassigned,Open,640-425701-0367-2-E,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,16-09-2020,24-09-2025,True,True,September,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Lewes,Fader,0 - Unassigned,0 - Unknown,1,2,3,4,Lewes Fader,Waiting,Unassigned,Open,551-495853-4419-5-H,Issue,1,0,1,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,20-06-2020,24-09-2025,True,True,June,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Brear,Clibbery,0 - Unassigned,0 - Unknown,1,2,3,4,Brear Clibbery,Waiting,Unassigned,Open,520-249642-1434-7-Q,Issue,1,0,1,0,100.0%,33.3%,0.0%,-1,False,,-100.0%,+33.3%,,20,1,,1
1,0,23-10-2020,24-09-2025,True,True,October,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Gallard,Tovey,0 - Unassigned,0 - Unknown,1,2,3,4,Gallard Tovey,Waiting,Unassigned,Open,824-481149-3323-5-L,Issue,1,0,1,0,100.0%,33.3%,0.0%,-1,False,,-100.0%,+33.3%,,20,1,,1
1,0,27-10-2020,24-09-2025,True,True,October,False,True,2020,16-20 Days,Unknown,Open,Access/Login,Security,Unassigned,Shannon,Dyet,0 - Unassigned,0 - Unknown,1,2,3,4,Shannon Dyet,Waiting,Unassigned,Open,901-359296-5524-3-N,Issue,1,0,1,0,100.0%,33.3%,0.0%,-1,False,,-100.0%,+33.3%,,20,1,,1
1,0,29-03-2020,24-09-2025,True,True,March,False,True,2020,21-25 Days,Unknown,Open,Access/Login,Security,Unassigned,Elberta,Manuelli,0 - Unassigned,0 - Unknown,1,2,3,4,Elberta Manuelli,Waiting,Unassigned,Open,832-661602-8754-0-Y,Issue,1,0,1,0,100.0%,40.0%,0.0%,-1,False,,-100.0%,+40.0%,,21,1,,1
1,0,13-08-2020,24-09-2025,True,True,August,False,True,2020,21-25 Days,Unknown,Open,Access/Login,Security,Unassigned,Linell,Kairns,0 - Unassigned,0 - Unknown,1,2,3,4,Linell Kairns,Waiting,Unassigned,Open,917-950336-8587-4-Z,Issue,1,0,1,0,100.0%,40.0%,0.0%,-1,False,,-100.0%,+40.0%,,21,1,,1
1,0,25-08-2020,24-09-2025,True,True,August,False,True,2020,21-25 Days,Unknown,Open,Access/Login,Security,Unassigned,Kora,Pawels,0 - Unassigned,0 - Unknown,1,2,3,4,Kora Pawels,Waiting,Unassigned,Open,385-175387-1643-2-Z,Issue,1,0,1,0,100.0%,40.0%,0.0%,-1,False,,-100.0%,+40.0%,,21,1,,1
1,0,06-05-2020,24-09-2025,True,True,May,False,True,2020,21-25 Days,Unknown,Open,Access/Login,Security,Unassigned,Darin,Haime,0 - Unassigned,0 - Unknown,1,2,3,4,Darin Haime,Waiting,Unassigned,Open,730-052937-3345-8-E,Issue,1,0,1,0,100.0%,46.7%,0.0%,-1,False,,-100.0%,+46.7%,,22,1,,1
1,0,27-07-2020,24-09-2025,True,True,July,False,True,2020,21-25 Days,Unknown,Open,Access/Login,Security,Unassigned,Lanette,Pask,0 - Unassigned,0 - Unknown,1,2,3,4,Lanette Pask,Waiting,Unassigned,Open,781-100335-6064-2-B,Issue,1,0,1,0,100.0%,46.7%,0.0%,-1,False,,-100.0%,+46.7%,,22,1,,1
